<<<<<<< HEAD
,Country,Happiness_Rank,Year,Happiness_Score,Economy(GDP_per_Capita),Family,Health(Life_Expectancy),Freedom,Trust(Government_Corruption),Generosity
255,Tunisia,98,2016,5.045,0.97724,0.43165,0.59577,0.23553000000000002,0.0817,0.03936
256,Greece,99,2016,5.033,1.24886,0.75473,0.80029,0.05822000000000001,0.04127,0.0
257,Tajikistan,100,2016,4.996,0.48835,0.75602,0.5311899999999999,0.43408,0.13509000000000002,0.25998000000000004
258,Mongolia,101,2016,4.907,0.9885299999999999,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003
259,Laos,102,2016,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43078999999999995
260,Nigeria,103,2016,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219
261,Honduras,104,2016,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044
262,Iran,105,2016,4.813,1.11758,0.38856999999999997,0.64232,0.22544,0.0557,0.38538
263,Zambia,106,2016,4.795,0.61202,0.6376,0.23573000000000002,0.42662,0.11479,0.17865999999999999
264,Nepal,107,2016,4.793,0.44626000000000005,0.69699,0.50073,0.37012,0.07007999999999999,0.3816
265,Palestinian Territories,108,2016,4.754,0.67024,0.71629,0.56844,0.17744000000000001,0.10613,0.11154000000000001
266,Albania,109,2016,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684
267,Bangladesh,110,2016,4.643,0.54177,0.24749000000000002,0.52989,0.39778,0.12583,0.19132000000000002
268,Sierra Leone,111,2016,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897
269,Iraq,112,2016,4.575,1.07474,0.59205,0.51076,0.24856,0.13635999999999998,0.19589
270,Namibia,113,2016,4.574,0.9328700000000001,0.70362,0.34745,0.48613999999999996,0.10397999999999999,0.07795
271,Cameroon,114,2016,4.513,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,0.2268
272,Ethiopia,115,2016,4.508,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.1717,0.29522
273,South Africa,116,2016,4.459,1.02416,0.9605299999999999,0.18611,0.42483000000000004,0.08415,0.13656
274,Sri Lanka,117,2016,4.415,0.9731799999999999,0.84783,0.62007,0.50817,0.07964,0.46978000000000003
275,India,118,2016,4.404,0.74036,0.29247,0.45091000000000003,0.40285,0.08722,0.25028
276,Myanmar,119,2016,4.395,0.34112,0.69981,0.3988,0.42691999999999997,0.20243,0.81971
277,Egypt,120,2016,4.362,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,0.12705999999999998
278,Armenia,121,2016,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793
279,Kenya,122,2016,4.356,0.52267,0.7624,0.30146999999999996,0.40576,0.06686,0.41328000000000004
280,Ukraine,123,2016,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363
281,Ghana,124,2016,4.276,0.63107,0.49353,0.29681,0.40973000000000004,0.0326,0.21203000000000002
282,Congo (Kinshasa),125,2016,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458000000000003
283,Georgia,126,2016,4.252,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.3188,0.06786
284,Congo (Brazzaville),127,2016,4.236000000000001,0.7710899999999999,0.47798999999999997,0.28212,0.37938,0.09752999999999999,0.12077
285,Senegal,128,2016,4.218999999999999,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103
286,Bulgaria,129,2016,4.217,1.11306,0.92542,0.67806,0.21219000000000002,0.00615,0.12793
287,Mauritania,130,2016,4.2010000000000005,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.17955,0.22685999999999998
288,Zimbabwe,131,2016,4.1930000000000005,0.35041,0.71478,0.1595,0.25429,0.08582000000000001,0.18503
289,Malawi,132,2016,4.156000000000001,0.08709,0.147,0.29364,0.4143,0.07564,0.30968
290,Sudan,133,2016,4.138999999999999,0.63069,0.8192799999999999,0.29759,0.0,0.10039,0.18077000000000001
291,Gabon,134,2016,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.062439999999999996
292,Mali,135,2016,4.073,0.31292,0.8633299999999999,0.16347,0.27544,0.13647,0.21064000000000002
293,Haiti,136,2016,4.0280000000000005,0.34097,0.29561,0.27494,0.12072000000000001,0.14476,0.47958
294,Botswana,137,2016,3.9739999999999998,1.09426,0.89186,0.34752,0.44088999999999995,0.10769000000000001,0.12425
295,Comoros,138,2016,3.9560000000000004,0.27509,0.60323,0.29980999999999997,0.15412,0.18437,0.1827
296,Ivory Coast,139,2016,3.9160000000000004,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338
297,Cambodia,140,2016,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339
298,Angola,141,2016,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12070999999999998
299,Niger,142,2016,3.8560000000000003,0.1327,0.6053,0.26161999999999996,0.38040999999999997,0.17176,0.2097
300,South Sudan,143,2016,3.832,0.39394,0.18519000000000002,0.15780999999999998,0.19662000000000002,0.13015,0.25899
301,Chad,144,2016,3.763,0.42213999999999996,0.63178,0.038239999999999996,0.12807000000000002,0.04952,0.18667
302,Burkina Faso,145,2016,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353000000000002
303,Uganda,145,2016,3.739,0.34719,0.90981,0.19625,0.43653000000000003,0.06442,0.27102
304,Yemen,147,2016,3.7239999999999998,0.57939,0.47493,0.31048000000000003,0.2287,0.05892000000000001,0.09821
305,Madagascar,148,2016,3.695,0.27954,0.46115,0.37109000000000003,0.13684000000000002,0.07506,0.2204
306,Tanzania,149,2016,3.6660000000000004,0.47155,0.77623,0.35700000000000004,0.3176,0.05099,0.31472
307,Liberia,150,2016,3.622,0.10705999999999999,0.50353,0.23165,0.25748000000000004,0.04852,0.24063
308,Guinea,151,2016,3.6069999999999998,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914
309,Rwanda,152,2016,3.515,0.32846,0.6158600000000001,0.31865,0.5432,0.50521,0.23551999999999998
310,Benin,153,2016,3.484,0.39499,0.10419,0.21028000000000002,0.39747,0.06681000000000001,0.2018
311,Afghanistan,154,2016,3.36,0.38227,0.11037000000000001,0.17344,0.1643,0.07112,0.31268
312,Togo,155,2016,3.303,0.28123000000000004,0.0,0.24811,0.34678000000000003,0.11587,0.17517
313,Syria,156,2016,3.069,0.7471899999999999,0.14866,0.6299399999999999,0.06912,0.17232999999999998,0.48396999999999996
314,Burundi,157,2016,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029
315,Norway,1,2017,7.537000179290769,1.6164631843566901,1.53352355957031,0.796666502952576,0.635422587394714,0.31596383452415505,0.36201223731041
316,Denmark,2,2017,7.52199983596802,1.48238301277161,1.55112159252167,0.7925655245780941,0.626006722450256,0.40077006816863997,0.3552804887294771
317,Iceland,3,2017,7.50400018692017,1.480633020401,1.6105740070343,0.8335521221160892,0.6271626353263849,0.15352655947208402,0.47554022073745705
318,Switzerland,4,2017,7.49399995803833,1.5649795532226598,1.51691174507141,0.858131289482117,0.620070576667786,0.36700728535652205,0.29054927825927696
319,Finland,5,2017,7.468999862670901,1.44357192516327,1.5402467250824,0.80915766954422,0.6179508566856379,0.38261154294014,0.24548277258873
320,Netherlands,6,2017,7.3769998550415,1.50394463539124,1.42893922328949,0.8106961250305179,0.5853844881057739,0.282661825418472,0.47048982977867104
321,Canada,7,2017,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.287371516227722,0.435539722442627
322,New Zealand,8,2017,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.6140621304512021,0.38281670212745705,0.500005125999451
323,Sweden,9,2017,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.384398728609085,0.38539925217628496
324,Australia,10,2017,7.28399991989136,1.4844149351120002,1.5100419521331798,0.84388679265976,0.601607382297516,0.301183730363846,0.47769924998283403
325,Israel,11,2017,7.212999820709231,1.3753824234008798,1.37628996372223,0.83840399980545,0.40598860383033797,0.0852421000599861,0.330082654953003
326,Costa Rica,12,2017,7.0789999961853,1.10970628261566,1.4164036512374898,0.7595092654228209,0.580131649971008,0.100106589496136,0.21461322903633104
327,Austria,13,2017,7.00600004196167,1.4870972633361799,1.4599449634552,0.8153284192085269,0.567766189575195,0.22106036543846105,0.316472321748734
328,United States,14,2017,6.993000030517581,1.54625928401947,1.4199205636978103,0.7742866277694699,0.505740523338318,0.135638788342476,0.392578780651093
329,Ireland,15,2017,6.9770002365112305,1.5357066392898602,1.5582311153411899,0.8097826242446899,0.5731103420257571,0.29838815331459007,0.42785832285881
330,Germany,16,2017,6.9510002136230495,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.276731938123703,0.33626917004585305
331,Belgium,17,2017,6.89099979400635,1.4637807607650801,1.4623126983642598,0.8180918693542479,0.5397707223892211,0.251343131065369,0.23150333762168898
332,Luxembourg,18,2017,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.31883442401886,0.283180981874466
333,United Kingdom,19,2017,6.71400022506714,1.44163393974304,1.4964600801467902,0.805335938930511,0.508190035820007,0.265428066253662,0.492774158716202
334,Chile,20,2017,6.65199995040894,1.25278460979462,1.28402495384216,0.8194797039031979,0.376895278692245,0.0822879821062088,0.3266624212265011
335,United Arab Emirates,21,2017,6.6479997634887695,1.6263433694839498,1.2664102315902699,0.726798236370087,0.60834527015686,0.324489563703537,0.3609419465065
336,Brazil,22,2017,6.6350002288818395,1.1073532104492199,1.43130600452423,0.6165523529052729,0.437453746795654,0.11109276115894301,0.16234989464282998
337,Czech Republic,23,2017,6.60900020599365,1.35268235206604,1.4338852167129499,0.754444003105164,0.49094617366790794,0.0368729270994663,0.0881067588925362
338,Argentina,24,2017,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.49451920390129106,0.05973988771438599,0.109457060694695
339,Mexico,25,2017,6.57800006866455,1.1531838178634601,1.2108621597290001,0.709978997707367,0.412730008363724,0.132774114608765,0.12099043279886199
340,Singapore,26,2017,6.57200002670288,1.69227766990662,1.35381436347961,0.9494923949241642,0.549840569496155,0.46430778503417997,0.345965981483459
341,Malta,27,2017,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.153066068887711,0.5747305750846861
342,Uruguay,28,2017,6.4539999961853,1.2175596952438401,1.4122278690338101,0.719216823577881,0.5793922543525699,0.17806187272071802,0.175096929073334
343,Guatemala,29,2017,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.5313106179237371,0.0772232785820961,0.283488392829895
344,Panama,30,2017,6.4520001411438,1.23374843597412,1.3731925487518302,0.706156134605408,0.550026834011078,0.070983923971653,0.21055693924427
345,France,31,2017,6.44199991226196,1.43092346191406,1.38777685165405,0.8444658517837521,0.470222115516663,0.172502428293228,0.129762306809425
346,Thailand,32,2017,6.4239997863769505,1.12786877155304,1.4257924556732198,0.647239029407501,0.580200731754303,0.0316127352416515,0.572123110294342
347,Taiwan Province of China,33,2017,6.42199993133545,1.4336265325546298,1.38456535339355,0.793984234333038,0.361466586589813,0.0638292357325554,0.258360475301743
348,Spain,34,2017,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.0709140971302986,0.190133571624756
349,Qatar,35,2017,6.375,1.8707656860351598,1.27429687976837,0.7100980877876278,0.604130983352661,0.43929925560951205,0.33047387003898604
350,Colombia,36,2017,6.35699987411499,1.07062232494354,1.4021829366683998,0.595027923583984,0.47748741507530196,0.0466687418520451,0.14901447296142598
351,Saudi Arabia,37,2017,6.343999862670901,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.27343225479126004,0.147616013884544
352,Trinidad and Tobago,38,2017,6.1680002212524405,1.36135590076447,1.3802285194397,0.5199832916259771,0.518630743026733,0.00896481610834599,0.32529646158218395
353,Kuwait,39,2017,6.10500001907349,1.63295245170593,1.25969874858856,0.6321057081222529,0.49633759260177596,0.21515955030918102,0.228289797902107
354,Slovakia,40,2017,6.09800004959106,1.32539355754852,1.5050592422485398,0.712732911109924,0.295817464590073,0.0242108516395092,0.136544480919838
355,Bahrain,41,2017,6.08699989318848,1.4884122610092199,1.3231104612350502,0.653133034706116,0.536746919155121,0.257042169570923,0.17266848683357197
356,Malaysia,42,2017,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.40226498246192893,0.0656007081270218,0.416608929634094
357,Nicaragua,43,2017,6.07100009918213,0.737299203872681,1.28721570968628,0.6530959606170649,0.447551846504211,0.130687981843948,0.301674216985703
358,Ecuador,44,2017,6.00799989700317,1.00082039833069,1.2861688137054401,0.685636222362518,0.4551981985569,0.140134647488594,0.15011246502399403
359,El Salvador,45,2017,6.002999782562259,0.9097844958305359,1.1821250915527302,0.596018552780151,0.432452529668808,0.0899809598922729,0.0782579854130745
360,Poland,46,2017,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.0593078061938286,0.158465966582298
361,Uzbekistan,47,2017,5.97100019454956,0.786441087722778,1.5489691495895401,0.498272627592087,0.6582486629486078,0.246528223156929,0.41598364710807795
362,Italy,48,2017,5.96400022506714,1.3950666189193701,1.44492328166962,0.8531443476676941,0.256450712680817,0.0280280914157629,0.17278964817523998
363,Russia,49,2017,5.962999820709231,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0329628810286522,0.0522638224065304
364,Belize,50,2017,5.955999851226809,0.907975316047668,1.0814177989959701,0.45019176602363603,0.5475093722343439,0.0965810716152191,0.24001564085483604
365,Japan,51,2017,5.92000007629395,1.41691517829895,1.43633782863617,0.9134758710861209,0.505625545978546,0.163760736584663,0.12057276815175999
366,Lithuania,52,2017,5.90199995040894,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.0118656428530812,0.010164656676352
367,Algeria,53,2017,5.872000217437741,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.14609611034393302,0.0694366469979286
368,Latvia,54,2017,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.32570791244506797,0.0738427266478539,0.153074786067009
369,South Korea,55,2017,5.837999820709231,1.40167844295502,1.1282744407653797,0.900214076042175,0.257921665906906,0.0632826685905457,0.206674367189407
370,Moldova,56,2017,5.837999820709231,0.7288706302642819,1.25182557106018,0.5894652009010309,0.24072904884815197,0.0100912861526012,0.20877912640571603
371,Romania,57,2017,5.824999809265139,1.21768391132355,1.15009129047394,0.6851583123207089,0.457003742456436,0.0043879006989300294,0.133519917726517
372,Bolivia,58,2017,5.82299995422363,0.833756566047668,1.2276190519332901,0.47363024950027505,0.5587329268455511,0.0604777261614799,0.22556072473526
373,Turkmenistan,59,2017,5.82200002670288,1.1307767629623402,1.49314916133881,0.437726080417633,0.41827192902565,0.25927034020423895,0.24992498755454998
374,Kazakhstan,60,2017,5.8189997673034695,1.2845562696456898,1.3843690156936599,0.6060415506362921,0.43745428323745705,0.11928288638591802,0.20196442306041698
375,North Cyprus,61,2017,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.47120362520217896,0.155353352427483,0.266845703125
376,Slovenia,62,2017,5.75799989700317,1.3412059545516999,1.4525188207626298,0.7908282279968258,0.572575807571411,0.0451289787888527,0.242649093270302
377,Peru,63,2017,5.71500015258789,1.0352252721786501,1.21877038478851,0.6301661133766171,0.45000287890434293,0.0470490865409374,0.126819714903831
378,Mauritius,64,2017,5.62900018692017,1.1893955469131499,1.20956099033356,0.6380074620246889,0.491247326135635,0.0421815551817417,0.360933750867844
379,Cyprus,65,2017,5.62099981307983,1.3559380769729599,1.13136327266693,0.84471470117569,0.35511153936386103,0.0412379764020443,0.271254301071167
380,Estonia,66,2017,5.61100006103516,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.18324892222881303,0.0988908112049103
381,Belarus,67,2017,5.5689997673034695,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.156313821673393,0.15513750910759
382,Libya,68,2017,5.525000095367429,1.1018030643463101,1.3575643301010099,0.520169019699097,0.465733230113983,0.0926102101802826,0.15207366645336198
383,Turkey,69,2017,5.5,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0996715798974037,0.0466930419206619
384,Paraguay,70,2017,5.493000030517581,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809
385,"Hong Kong S.A.R., China",71,2017,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.29393374919891396,0.374465793371201
386,Philippines,72,2017,5.42999982833862,0.85769921541214,1.25391757488251,0.46800905466079706,0.585214674472809,0.0993318930268288,0.193513423204422
387,Serbia,73,2017,5.39499998092651,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974102,0.0409037806093693,0.22012588381767298
388,Jordan,74,2017,5.33599996566772,0.9910123944282528,1.2390888929367099,0.6045900583267211,0.418421149253845,0.11980327218771002,0.17217046022415197
389,Hungary,75,2017,5.32399988174438,1.2860119342803997,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0366369374096394,0.0784016624093056
390,Jamaica,76,2017,5.31099987030029,0.925579309463501,1.3682180643081698,0.6410223841667181,0.474307239055634,0.0552677810192108,0.23381833732128102
391,Croatia,77,2017,5.2930002212524405,1.22255623340607,0.9679830074310299,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123
392,Kosovo,78,2017,5.27899980545044,0.951484382152557,1.1378535032272301,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951
393,China,79,2017,5.2729997634887695,1.08116579055786,1.16083741188049,0.741415500640869,0.47278770804405196,0.0227942746132612,0.0288068410009146
394,Pakistan,80,2017,5.26900005340576,0.7268835306167599,0.6726906895637509,0.40204778313636796,0.23521526157856,0.12434806674718901,0.31544601917266807
395,Indonesia,81,2017,5.26200008392334,0.995538592338562,1.2744446992874099,0.49234572052955605,0.443323463201523,0.0153171354904771,0.611704587936401
396,Venezuela,82,2017,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.15399712324142498,0.0644911229610443,0.0650196298956871
397,Montenegro,83,2017,5.23699998855591,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.0881741940975189,0.197911024093628
398,Morocco,84,2017,5.2350001335144,0.8781145811080929,0.774864435195923,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495
399,Azerbaijan,85,2017,5.234000205993651,1.1536017656326298,1.15240025520325,0.5407757759094239,0.39815583825111406,0.180987507104874,0.0452693402767181
400,Dominican Republic,86,2017,5.230000019073491,1.07937383651733,1.4024167060852097,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445
401,Greece,87,2017,5.2270002365112305,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0.043289776891470004,0.0
402,Lebanon,88,2017,5.22499990463257,1.07498753070831,1.1296242475509601,0.7350810766220089,0.28851598501205394,0.037513829767704,0.26445075869560203
403,Portugal,89,2017,5.19500017166138,1.3151752948761002,1.36704301834106,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163
404,Bosnia and Herzegovina,90,2017,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.0,0.328867495059967
405,Honduras,91,2017,5.1810002326965305,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.0733454525470734,0.23618887364864302
406,Macedonia,92,2017,5.175000190734861,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836
407,Somalia,93,2017,5.151000022888179,0.0226431842893362,0.7211513519287109,0.11398913711309401,0.602126955986023,0.28241032361984303,0.291631311178207
408,Vietnam,94,2017,5.07399988174438,0.7885475754737851,1.27749133110046,0.6521689891815191,0.571055591106415,0.0876332372426987,0.23496805131435397
409,Nigeria,95,2017,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.0261215660721064,0.23094719648361198
410,Tajikistan,96,2017,5.04099988937378,0.524713635444641,1.27146327495575,0.5292351245880129,0.47156670689582797,0.14637714624404902,0.24899764358997303
411,Bhutan,97,2017,5.01100015640259,0.885416388511658,1.3401265144348102,0.495879292488098,0.5015376806259161,0.17338038980960802,0.474054545164108
412,Kyrgyzstan,98,2017,5.0040001869201705,0.5962200760841371,1.39423859119415,0.553457796573639,0.454943388700485,0.0394391790032387,0.42858037352562
413,Nepal,99,2017,4.961999893188481,0.479820191860199,1.17928326129913,0.504130780696869,0.44030594825744607,0.0729755461215973,0.39409616589546204
414,Mongolia,100,2017,4.95499992370605,1.0272358655929599,1.4930112361908001,0.557783484458923,0.39414396882057207,0.0329022891819477,0.338464230298996
415,South Africa,101,2017,4.8289999961853,1.05469870567322,1.38478863239288,0.18708007037639604,0.479246735572815,0.0725094974040985,0.13936237990856198
416,Tunisia,102,2017,4.80499982833862,1.00726580619812,0.8683514595031742,0.613212049007416,0.289680689573288,0.0867231488227844,0.0496933571994305
417,Palestinian Territories,103,2017,4.77500009536743,0.716249227523804,1.1556471586227401,0.565666973590851,0.25471106171608,0.0892826020717621,0.114173173904419
418,Egypt,104,2017,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.28211015462875394,0.114381365478039,0.128631442785263
419,Bulgaria,105,2017,4.71400022506714,1.1614590883255,1.4343794584274299,0.708217680454254,0.28923171758651695,0.0110515309497714,0.113177694380283
420,Sierra Leone,106,2017,4.70900011062622,0.36842092871666,0.984136044979095,0.005564753897488121,0.318697690963745,0.0710951760411263,0.293040901422501
421,Cameroon,107,2017,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.0513066314160824,0.23629845678806302
422,Iran,108,2017,4.69199991226196,1.15687310695648,0.7115512490272521,0.639333188533783,0.24932260811328896,0.048761073499918005,0.387242913246155
423,Albania,109,2017,4.64400005340576,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.0398642159998417,0.20131294429302202
424,Bangladesh,110,2017,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,0.17225535213947304
425,Namibia,111,2017,4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0931469723582268,0.0771337449550629
426,Kenya,112,2017,4.55299997329712,0.560479462146759,1.0679507255554201,0.30998834967613204,0.45276376605033897,0.0646413192152977,0.444860309362411
427,Mozambique,113,2017,4.550000190734861,0.23430564999580397,0.870701014995575,0.10665443539619399,0.48079109191894503,0.17943638563156103,0.322228103876114
428,Myanmar,114,2017,4.54500007629395,0.36711055040359497,1.12323594093323,0.397522568702698,0.514492034912109,0.188816204667091,0.8380751609802249
429,Senegal,115,2017,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.37792226672172496,0.11546044796705199,0.183468893170357
430,Zambia,116,2017,4.513999938964839,0.6364067792892459,1.00318729877472,0.25783589482307395,0.461603492498398,0.0782135501503944,0.249580144882202
431,Iraq,117,2017,4.49700021743774,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.10721575468778599,0.19963726401329
432,Gabon,118,2017,4.46500015258789,1.1982102394104,1.1556202173233001,0.35657858848571794,0.31232857704162603,0.0760467872023582,0.0437853783369064
433,Ethiopia,119,2017,4.46000003814697,0.339233845472336,0.8646692037582401,0.35340970754623396,0.408842742443085,0.16545571386814098,0.31265074014663696
434,Sri Lanka,120,2017,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.0736539661884308,0.49086356163024897
435,Armenia,121,2017,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0266744215041399,0.0834880918264389
436,India,122,2017,4.31500005722046,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.0922268852591515,0.23153848946094502
437,Mauritania,123,2017,4.29199981689453,0.6484572887420649,1.2720308303833001,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254
438,Congo (Brazzaville),124,2017,4.29099988937378,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.0796181336045265,0.12085212767124198
439,Georgia,125,2017,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.25166663527488703,0.0540088154375553
440,Congo (Kinshasa),126,2017,4.2800002098083505,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.0602413564920425,0.246455833315849
441,Mali,127,2017,4.19000005722046,0.476180493831635,1.2814733982086202,0.16936567425727803,0.306613743305206,0.10497024655342098,0.183354198932648
442,Ivory Coast,128,2017,4.17999982833862,0.6030489206314089,0.904780030250549,0.0486421696841717,0.4477061927318571,0.130061775445938,0.201237469911575
443,Cambodia,129,2017,4.1680002212524405,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.0681059509515762,0.385922968387604
444,Sudan,130,2017,4.138999938964839,0.6595166921615601,1.21400856971741,0.290920823812485,0.0149958552792668,0.089847519993782,0.182317450642586
445,Ghana,131,2017,4.11999988555908,0.667224824428558,0.873664736747742,0.29563772678375205,0.423026293516159,0.0253363698720932,0.25692394375801103
446,Ukraine,132,2017,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.12297477573156401,0.0230294708162546,0.270061463117599
447,Uganda,133,2017,4.08099985122681,0.381430715322495,1.12982773780823,0.21763260662555703,0.443185955286026,0.057069718837738,0.32576605677604703
448,Burkina Faso,134,2017,4.03200006484985,0.35022771358490007,1.04328000545502,0.21584425866603896,0.32436785101890603,0.12032810598611803,0.250864684581757
449,Niger,135,2017,4.02799987792969,0.16192533075809498,0.993025004863739,0.26850500702858,0.36365869641304,0.13857294619083402,0.22867384552955602
450,Malawi,136,2017,3.97000002861023,0.233442038297653,0.5125688314437871,0.315089583396912,0.466914653778076,0.0727116540074348,0.28717046976089505
451,Chad,137,2017,3.9360001087188703,0.43801298737525896,0.953855872154236,0.0411347150802612,0.16234202682972002,0.0535818822681904,0.21611385047435802
452,Zimbabwe,138,2017,3.875,0.37584653496742204,1.08309590816498,0.19676375389099102,0.336384207010269,0.0953753814101219,0.189143493771553
453,Lesotho,139,2017,3.80800008773804,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.119094640016556,0.157497271895409
454,Angola,140,2017,3.79500007629395,0.8584281802177429,1.1044119596481299,0.0498686656355858,0.0,0.0697203353047371,0.09792649000883098
455,Afghanistan,141,2017,3.7939999103546103,0.401477217674255,0.581543326377869,0.18074677884578697,0.106179520487785,0.0611578300595284,0.311870932579041
456,Botswana,142,2017,3.7660000324249303,1.12209415435791,1.2215549945831299,0.34175550937652605,0.505196332931519,0.0985831990838051,0.0993484482169151
457,Benin,143,2017,3.65700006484985,0.43108540773391707,0.43529984354972795,0.20993021130561804,0.42596277594566295,0.0609290152788162,0.207948461174965
458,Madagascar,144,2017,3.64400005340576,0.305808693170547,0.9130203723907471,0.375223308801651,0.18919676542282102,0.0672319754958153,0.208732530474663
459,Haiti,145,2017,3.6029999256133998,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.0998721495270729,0.48920378088951094
460,Yemen,146,2017,3.59299993515015,0.5916834473609921,0.93538224697113,0.310080915689468,0.24946372210979503,0.0567674227058887,0.104125209152699
461,South Sudan,147,2017,3.5910000801086404,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.116793513298035,0.285670816898346
462,Liberia,148,2017,3.5329999923706095,0.11904179304838199,0.8721179366111759,0.229918196797371,0.33288118243217496,0.0389482490718365,0.26654988527298
463,Guinea,149,2017,3.50699996948242,0.24454993009567302,0.7912446856498722,0.194129139184952,0.348587512969971,0.110937617719173,0.264815092086792
